type,class,Freq,YEAR
Central Bushveld_Floodplain,NA,10169,2018
Central Bushveld_Seep,1,279960,2018
Central Bushveld_Seep,2,81873,2018
Central Bushveld_Seep,3,2176,2018
Central Bushveld_Seep,4,27375,2018
Central Bushveld_Seep,5,44210,2018
Central Bushveld_Seep,6,476,2018
Central Bushveld_Seep,7,9094,2018
Central Bushveld_Unchannelled valley-bottom,1,718152,2018
Central Bushveld_Unchannelled valley-bottom,2,168772,2018
Central Bushveld_Unchannelled valley-bottom,3,9260,2018
Central Bushveld_Unchannelled valley-bottom,4,18322,2018
Central Bushveld_Unchannelled valley-bottom,5,61251,2018
Central Bushveld_Unchannelled valley-bottom,6,1615,2018
Central Bushveld_Unchannelled valley-bottom,7,3139,2018
Drakensberg Grassland_Depression,1,25790,2018
Drakensberg Grassland_Depression,2,718,2018
Drakensberg Grassland_Depression,3,6,2018
Drakensberg Grassland_Depression,4,45,2018
Drakensberg Grassland_Depression,5,583,2018
Drakensberg Grassland_Depression,7,141,2018
Drakensberg Grassland_Floodplain,1,9025,2018
Drakensberg Grassland_Floodplain,2,1162,2018
Drakensberg Grassland_Floodplain,3,479,2018
Drakensberg Grassland_Floodplain,4,25,2018
Drakensberg Grassland_Floodplain,5,504,2018
Drakensberg Grassland_Floodplain,7,17,2018
Drakensberg Grassland_Seep,1,21876,2018
Drakensberg Grassland_Seep,2,635,2018
Drakensberg Grassland_Seep,3,163,2018
Drakensberg Grassland_Seep,4,25,2018
Drakensberg Grassland_Seep,5,2184,2018
Drakensberg Grassland_Unchannelled valley-bottom,1,473,2018
Dry Highveld Grassland_Depression,1,2496831,2018
Dry Highveld Grassland_Depression,2,209757,2018
Dry Highveld Grassland_Depression,3,14257,2018
Dry Highveld Grassland_Depression,4,4837,2018
Dry Highveld Grassland_Depression,5,225032,2018
Dry Highveld Grassland_Depression,6,19223,2018
Dry Highveld Grassland_Depression,7,9710,2018
Dry Highveld Grassland_Floodplain,1,2815764,2018
Dry Highveld Grassland_Floodplain,2,229945,2018
Dry Highveld Grassland_Floodplain,3,69993,2018
Dry Highveld Grassland_Floodplain,4,22907,2018
Dry Highveld Grassland_Floodplain,5,263328,2018
Dry Highveld Grassland_Floodplain,6,3005,2018
Dry Highveld Grassland_Floodplain,7,40439,2018
Dry Highveld Grassland_Seep,1,389819,2018
Dry Highveld Grassland_Seep,2,61480,2018
Dry Highveld Grassland_Seep,3,4223,2018
Dry Highveld Grassland_Seep,4,12028,2018
Dry Highveld Grassland_Seep,5,62072,2018
Dry Highveld Grassland_Seep,6,141,2018
Dry Highveld Grassland_Seep,7,6460,2018
Dry Highveld Grassland_Unchannelled valley-bottom,1,1621302,2018
Dry Highveld Grassland_Unchannelled valley-bottom,2,201895,2018
Dry Highveld Grassland_Unchannelled valley-bottom,3,22403,2018
Dry Highveld Grassland_Unchannelled valley-bottom,4,7511,2018
Dry Highveld Grassland_Unchannelled valley-bottom,5,173153,2018
Dry Highveld Grassland_Unchannelled valley-bottom,6,12581,2018
Dry Highveld Grassland_Unchannelled valley-bottom,7,12994,2018
East Coast Renosterveld_Depression,1,43060,2018
East Coast Renosterveld_Depression,2,1954,2018
East Coast Renosterveld_Depression,3,12,2018
East Coast Renosterveld_Depression,4,23,2018
East Coast Renosterveld_Depression,5,2861,2018
East Coast Renosterveld_Depression,7,3,2018
East Coast Renosterveld_Floodplain,1,414887,2018
East Coast Renosterveld_Floodplain,2,199597,2018
East Coast Renosterveld_Floodplain,3,5085,2018
East Coast Renosterveld_Floodplain,4,7638,2018
East Coast Renosterveld_Floodplain,5,237085,2018
East Coast Renosterveld_Floodplain,6,305,2018
East Coast Renosterveld_Floodplain,7,10096,2018
East Coast Renosterveld_Seep,1,112424,2018
East Coast Renosterveld_Seep,2,44936,2018
East Coast Renosterveld_Seep,3,810,2018
East Coast Renosterveld_Seep,4,3470,2018
East Coast Renosterveld_Seep,5,42630,2018
East Coast Renosterveld_Seep,7,983,2018
East Coast Renosterveld_Unchannelled valley-bottom,1,20662,2018
East Coast Renosterveld_Unchannelled valley-bottom,2,1869,2018
East Coast Renosterveld_Unchannelled valley-bottom,3,39,2018
East Coast Renosterveld_Unchannelled valley-bottom,4,63,2018
East Coast Renosterveld_Unchannelled valley-bottom,5,6042,2018
East Coast Renosterveld_Unchannelled valley-bottom,7,6,2018
Eastern Fynbos-Renosterveld_Depression,1,6481,2018
Eastern Fynbos-Renosterveld_Depression,2,1703,2018
Eastern Fynbos-Renosterveld_Depression,3,1,2018
Eastern Fynbos-Renosterveld_Depression,4,1467,2018
Eastern Fynbos-Renosterveld_Depression,5,879,2018
Eastern Fynbos-Renosterveld_Depression,6,4,2018
Eastern Fynbos-Renosterveld_Depression,7,107,2018
Eastern Kalahari Bushveld_Depression,1,2452788,2018
Eastern Kalahari Bushveld_Depression,2,75499,2018
Eastern Kalahari Bushveld_Depression,3,14107,2018
Eastern Kalahari Bushveld_Depression,4,4554,2018
Eastern Kalahari Bushveld_Depression,5,30417,2018
Eastern Kalahari Bushveld_Depression,6,19074,2018
Eastern Kalahari Bushveld_Depression,7,3732,2018
Eastern Kalahari Bushveld_Seep,1,619155,2018
Eastern Kalahari Bushveld_Seep,2,25024,2018
Eastern Kalahari Bushveld_Seep,3,4815,2018
Eastern Kalahari Bushveld_Seep,4,3939,2018
Eastern Kalahari Bushveld_Seep,5,49096,2018
Eastern Kalahari Bushveld_Seep,6,6282,2018
Eastern Kalahari Bushveld_Seep,7,1061,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,1,845181,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,2,58072,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,3,4503,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,4,7548,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,5,28035,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,6,3676,2018
Eastern Kalahari Bushveld_Unchannelled valley-bottom,7,1638,2018
Kalahari Duneveld_Depression,1,823044,2018
Kalahari Duneveld_Depression,2,6502,2018
Kalahari Duneveld_Depression,3,4421,2018
Kalahari Duneveld_Depression,4,1957,2018
Kalahari Duneveld_Depression,6,8360,2018
Karoo Interior_Depression,1,1615145,2018
Karoo Interior_Depression,2,27008,2018
Karoo Interior_Depression,3,2327,2018
Karoo Interior_Depression,4,750,2018
Karoo Interior_Depression,5,10299,2018
Karoo Interior_Depression,6,16864,2018
Karoo Interior_Depression,7,378,2018
Karoo Interior_Floodplain,1,2253435,2018
Karoo Interior_Floodplain,2,138746,2018
Karoo Interior_Floodplain,3,8935,2018
Karoo Interior_Floodplain,4,26635,2018
Karoo Interior_Floodplain,5,567065,2018
Karoo Interior_Floodplain,6,289,2018
Karoo Interior_Floodplain,7,3557,2018
Karoo Interior_Seep,1,185285,2018
Karoo Interior_Seep,2,3349,2018
Karoo Interior_Seep,3,426,2018
Karoo Interior_Seep,4,937,2018
Karoo Interior_Seep,5,2444,2018
Karoo Interior_Seep,6,68,2018
Karoo Interior_Seep,7,137,2018
Karoo Interior_Unchannelled valley-bottom,1,474802,2018
Karoo Interior_Unchannelled valley-bottom,2,27897,2018
Karoo Interior_Unchannelled valley-bottom,3,1871,2018
Karoo Interior_Unchannelled valley-bottom,4,648,2018
Karoo Interior_Unchannelled valley-bottom,5,17523,2018
Karoo Interior_Unchannelled valley-bottom,6,173,2018
Karoo Interior_Unchannelled valley-bottom,7,152,2018
Knersvlakte_Depression,1,3396,2018
Knersvlakte_Depression,2,124,2018
Knersvlakte_Depression,3,334,2018
Knersvlakte_Depression,6,93,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,1,58797,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,2,29298,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,3,833,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,4,49918,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,5,25106,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,6,86,2018
Kwa-Zulu Natal Coastal Belt_Floodplain,7,63,2018
Kwa-Zulu Natal Coastal Belt_Seep,1,14381,2018
Kwa-Zulu Natal Coastal Belt_Seep,2,14595,2018
Kwa-Zulu Natal Coastal Belt_Seep,3,2212,2018
Kwa-Zulu Natal Coastal Belt_Seep,4,18988,2018
Kwa-Zulu Natal Coastal Belt_Seep,5,66352,2018
Kwa-Zulu Natal Coastal Belt_Seep,7,827,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,1,17337,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,2,10401,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,3,1891,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,4,18125,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,5,19642,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,6,48,2018
Kwa-Zulu Natal Coastal Belt_Unchannelled valley-bottom,7,393,2018
Lowveld_Depression,1,164984,2018
Lowveld_Depression,2,21061,2018
Lowveld_Depression,3,68,2018
Lowveld_Depression,4,6233,2018
Lowveld_Depression,5,16090,2018
Lowveld_Depression,6,136,2018
Lowveld_Depression,7,4792,2018
Lowveld_Floodplain,1,1039334,2018
Lowveld_Floodplain,2,236468,2018
Lowveld_Floodplain,3,27408,2018
Lowveld_Floodplain,4,45532,2018
Lowveld_Floodplain,5,195864,2018
Lowveld_Floodplain,6,892,2018
Lowveld_Floodplain,7,14586,2018
Lowveld_Seep,1,326995,2018
Lowveld_Seep,2,147606,2018
Lowveld_Seep,3,4029,2018
Lowveld_Seep,4,22738,2018
Lowveld_Seep,5,68944,2018
Lowveld_Seep,6,168,2018
Lowveld_Seep,7,25586,2018
Lowveld_Unchannelled valley-bottom,1,90938,2018
Lowveld_Unchannelled valley-bottom,2,36807,2018
Lowveld_Unchannelled valley-bottom,3,3457,2018
Lowveld_Unchannelled valley-bottom,4,6304,2018
Lowveld_Unchannelled valley-bottom,5,24072,2018
Lowveld_Unchannelled valley-bottom,6,30,2018
Lowveld_Unchannelled valley-bottom,7,6695,2018
Maputaland Coastal Belt_Depression,1,484863,2018
Maputaland Coastal Belt_Depression,2,31426,2018
Maputaland Coastal Belt_Depression,3,14,2018
Maputaland Coastal Belt_Depression,4,10423,2018
Maputaland Coastal Belt_Depression,5,6361,2018
Maputaland Coastal Belt_Depression,6,219,2018
Maputaland Coastal Belt_Depression,7,23662,2018
Maputaland Coastal Belt_Floodplain,1,899593,2018
Maputaland Coastal Belt_Floodplain,2,93815,2018
Maputaland Coastal Belt_Floodplain,3,8198,2018
Maputaland Coastal Belt_Floodplain,4,22215,2018
Maputaland Coastal Belt_Floodplain,5,313514,2018
Maputaland Coastal Belt_Floodplain,6,3822,2018
Maputaland Coastal Belt_Floodplain,7,59441,2018
Maputaland Coastal Belt_Seep,1,42628,2018
Maputaland Coastal Belt_Seep,2,14774,2018
Maputaland Coastal Belt_Seep,3,266,2018
Maputaland Coastal Belt_Seep,4,7960,2018
Maputaland Coastal Belt_Seep,5,4493,2018
Maputaland Coastal Belt_Seep,6,4,2018
Maputaland Coastal Belt_Seep,7,23147,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,1,84872,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,2,28419,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,3,2415,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,4,7451,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,5,11452,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,6,30,2018
Maputaland Coastal Belt_Unchannelled valley-bottom,7,11171,2018
Mesic Highveld Grassland_Depression,1,937776,2018
Mesic Highveld Grassland_Depression,2,158671,2018
Mesic Highveld Grassland_Depression,3,11539,2018
Mesic Highveld Grassland_Depression,4,7766,2018
Mesic Highveld Grassland_Depression,5,46101,2018
Mesic Highveld Grassland_Depression,6,8531,2018
Mesic Highveld Grassland_Depression,7,12240,2018
Mesic Highveld Grassland_Floodplain,1,8215269,2018
Mesic Highveld Grassland_Floodplain,2,1923311,2018
Mesic Highveld Grassland_Floodplain,3,287018,2018
Mesic Highveld Grassland_Floodplain,4,81470,2018
Mesic Highveld Grassland_Floodplain,5,976712,2018
Mesic Highveld Grassland_Floodplain,6,22870,2018
Mesic Highveld Grassland_Floodplain,7,150308,2018
Mesic Highveld Grassland_Seep,1,2643425,2018
Mesic Highveld Grassland_Seep,2,822347,2018
Mesic Highveld Grassland_Seep,3,58079,2018
Mesic Highveld Grassland_Seep,4,49672,2018
Mesic Highveld Grassland_Seep,5,235267,2018
Mesic Highveld Grassland_Seep,6,20383,2018
Mesic Highveld Grassland_Seep,7,107948,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,1,609127,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,2,154996,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,3,22276,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,4,8410,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,5,89512,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,6,2059,2018
Mesic Highveld Grassland_Unchannelled valley-bottom,7,10378,2018
Mopane_Depression,1,28047,2018
Mopane_Depression,2,1811,2018
Mopane_Depression,3,7,2018
Mopane_Depression,4,146,2018
Mopane_Depression,5,41,2018
Mopane_Depression,6,257,2018
Mopane_Depression,7,77,2018
Mopane_Floodplain,1,709233,2018
Mopane_Floodplain,2,34682,2018
Mopane_Floodplain,3,3652,2018
Mopane_Floodplain,4,7132,2018
Mopane_Floodplain,5,32393,2018
Mopane_Floodplain,6,193,2018
Mopane_Floodplain,7,67,2018
Mopane_Seep,1,2677,2018
Mopane_Seep,2,45,2018
Mopane_Seep,4,27,2018
Mopane_Seep,5,33,2018
Mopane_Unchannelled valley-bottom,1,117759,2018
Mopane_Unchannelled valley-bottom,2,564,2018
Mopane_Unchannelled valley-bottom,3,79,2018
Mopane_Unchannelled valley-bottom,4,8,2018
Mopane_Unchannelled valley-bottom,NA,3007,2018
Namaqualand_Depression,1,271521,2018
Namaqualand_Depression,2,1398,2018
Namaqualand_Depression,3,255,2018
Namaqualand_Depression,4,359,2018
Namaqualand_Depression,5,693,2018
Namaqualand_Depression,6,30469,2018
Northwest Fynbos_Depression,1,24828,2018
Northwest Fynbos_Depression,2,2561,2018
Northwest Fynbos_Depression,4,2,2018
Northwest Fynbos_Depression,5,887,2018
Northwest Fynbos_Depression,6,46,2018
Northwest Fynbos_Depression,7,29,2018
Northwest Fynbos_Floodplain,1,210746,2018
Northwest Fynbos_Floodplain,2,58555,2018
Northwest Fynbos_Floodplain,3,30632,2018
Northwest Fynbos_Floodplain,4,1942,2018
Northwest Fynbos_Floodplain,5,42856,2018
Northwest Fynbos_Floodplain,6,101,2018
Northwest Fynbos_Floodplain,7,3533,2018
Northwest Fynbos_Seep,1,51310,2018
Northwest Fynbos_Seep,2,11799,2018
Northwest Fynbos_Seep,3,1089,2018
Northwest Fynbos_Seep,4,467,2018
Northwest Fynbos_Seep,5,17071,2018
Northwest Fynbos_Seep,6,10,2018
Northwest Fynbos_Seep,7,766,2018
Northwest Fynbos_Unchannelled valley-bottom,1,7890,2018
Northwest Fynbos_Unchannelled valley-bottom,2,2705,2018
Northwest Fynbos_Unchannelled valley-bottom,3,58,2018
Northwest Fynbos_Unchannelled valley-bottom,4,49,2018
Northwest Fynbos_Unchannelled valley-bottom,5,6425,2018
Northwest Fynbos_Unchannelled valley-bottom,7,95,2018
Pondoland Coastal Belt_Floodplain,1,233,2018
Pondoland Coastal Belt_Floodplain,2,88,2018
Pondoland Coastal Belt_Seep,1,105,2018
Pondoland Coastal Belt_Seep,2,208,2018
Pondoland Coastal Belt_Seep,3,16,2018
Pondoland Coastal Belt_Seep,4,286,2018
Pondoland Coastal Belt_Seep,5,799,2018
Pondoland Coastal Belt_Seep,7,40,2018
Pondoland Coastal Belt_Unchannelled valley-bottom,1,356,2018
Pondoland Coastal Belt_Unchannelled valley-bottom,2,284,2018
Pondoland Coastal Belt_Unchannelled valley-bottom,5,12,2018
Pondoland Coastal Belt_Unchannelled valley-bottom,7,5,2018
Southern Fynbos_Depression,1,36822,2018
Southern Fynbos_Depression,2,613,2018
Southern Fynbos_Depression,4,8,2018
Southern Fynbos_Depression,5,51,2018
Southern Fynbos_Depression,6,20,2018
Southern Fynbos_Floodplain,1,279327,2018
Southern Fynbos_Floodplain,2,70675,2018
Southern Fynbos_Floodplain,3,6087,2018
Southern Fynbos_Floodplain,4,8588,2018
Southern Fynbos_Floodplain,5,175808,2018
Southern Fynbos_Floodplain,6,40,2018
Southern Fynbos_Floodplain,7,14295,2018
Southern Fynbos_Seep,1,143409,2018
Southern Fynbos_Seep,2,19606,2018
Southern Fynbos_Seep,3,1382,2018
Southern Fynbos_Seep,4,1842,2018
Southern Fynbos_Seep,5,15080,2018
Southern Fynbos_Seep,6,76,2018
Southern Fynbos_Seep,7,4852,2018
Southern Fynbos_Unchannelled valley-bottom,1,25106,2018
Southern Fynbos_Unchannelled valley-bottom,2,6219,2018
Southern Fynbos_Unchannelled valley-bottom,3,1862,2018
Southern Fynbos_Unchannelled valley-bottom,4,1033,2018
Southern Fynbos_Unchannelled valley-bottom,5,2368,2018
Southern Fynbos_Unchannelled valley-bottom,7,428,2018
Southwest Fynbos_Depression,1,16290,2018
Southwest Fynbos_Depression,2,703,2018
Southwest Fynbos_Depression,3,145,2018
Southwest Fynbos_Depression,4,66,2018
Southwest Fynbos_Depression,5,137,2018
Southwest Fynbos_Depression,6,159,2018
Southwest Fynbos_Floodplain,1,524446,2018
Southwest Fynbos_Floodplain,2,145751,2018
Southwest Fynbos_Floodplain,3,39039,2018
Southwest Fynbos_Floodplain,4,20974,2018
Southwest Fynbos_Floodplain,5,145118,2018
Southwest Fynbos_Floodplain,6,32,2018
Southwest Fynbos_Floodplain,7,9916,2018
Southwest Fynbos_Seep,1,355864,2018
Southwest Fynbos_Seep,2,68580,2018
Southwest Fynbos_Seep,3,24489,2018
Southwest Fynbos_Seep,4,21140,2018
Southwest Fynbos_Seep,5,23923,2018
Southwest Fynbos_Seep,6,40,2018
Southwest Fynbos_Seep,7,10400,2018
Southwest Fynbos_Unchannelled valley-bottom,1,23534,2018
Southwest Fynbos_Unchannelled valley-bottom,2,5460,2018
Southwest Fynbos_Unchannelled valley-bottom,3,345,2018
Southwest Fynbos_Unchannelled valley-bottom,4,489,2018
Southwest Fynbos_Unchannelled valley-bottom,5,3714,2018
Southwest Fynbos_Unchannelled valley-bottom,7,985,2018
Sub-Escarpment Grassland_Depression,1,75462,2018
Sub-Escarpment Grassland_Depression,2,25726,2018
Sub-Escarpment Grassland_Depression,3,367,2018
Sub-Escarpment Grassland_Depression,4,2328,2018
Sub-Escarpment Grassland_Depression,5,10624,2018
Sub-Escarpment Grassland_Depression,6,85,2018
Sub-Escarpment Grassland_Depression,7,430,2018
Sub-escarpment Grassland_Floodplain,1,708136,2018
Sub-escarpment Grassland_Floodplain,2,396016,2018
Sub-escarpment Grassland_Floodplain,3,74863,2018
Sub-escarpment Grassland_Floodplain,4,15736,2018
Sub-escarpment Grassland_Floodplain,5,237572,2018
Sub-escarpment Grassland_Floodplain,6,141,2018
Sub-escarpment Grassland_Floodplain,7,94573,2018
Sub-escarpment Grassland_Seep,1,1224489,2018
Sub-escarpment Grassland_Seep,2,633432,2018
Sub-escarpment Grassland_Seep,3,90195,2018
Sub-escarpment Grassland_Seep,4,68449,2018
Sub-escarpment Grassland_Seep,5,402944,2018
Sub-escarpment Grassland_Seep,6,1023,2018
Sub-escarpment Grassland_Seep,7,175913,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,1,307415,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,2,148066,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,3,19356,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,4,10148,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,5,78286,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,6,35,2018
Sub-escarpment Grassland_Unchannelled valley-bottom,7,16524,2018
Sub-escarpment Savanna_Depression,1,5425,2018
Sub-escarpment Savanna_Depression,2,1291,2018
Sub-escarpment Savanna_Depression,3,10,2018
Sub-escarpment Savanna_Depression,4,1601,2018
Sub-escarpment Savanna_Depression,5,1070,2018
Sub-escarpment Savanna_Depression,6,16,2018
Sub-escarpment Savanna_Depression,7,111,2018
Sub-escarpment Savanna_Floodplain,1,124528,2018
Sub-escarpment Savanna_Floodplain,2,100923,2018
Sub-escarpment Savanna_Floodplain,3,24028,2018
Sub-escarpment Savanna_Floodplain,4,19070,2018
Sub-escarpment Savanna_Floodplain,5,61716,2018
Sub-escarpment Savanna_Floodplain,6,30,2018
Sub-escarpment Savanna_Floodplain,7,53630,2018
Sub-escarpment Savanna_Seep,1,131022,2018
Sub-escarpment Savanna_Seep,2,105681,2018
Sub-escarpment Savanna_Seep,3,9094,2018
Sub-escarpment Savanna_Seep,4,36586,2018
Sub-escarpment Savanna_Seep,5,80996,2018
Sub-escarpment Savanna_Seep,6,147,2018
Sub-escarpment Savanna_Seep,7,67224,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,1,14883,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,2,13896,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,3,577,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,4,7081,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,5,5479,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,6,101,2018
Sub-escarpment Savanna_Unchannelled valley-bottom,7,5023,2018
West Coast_Depression,1,13639,2018
West Coast_Depression,2,561,2018
West Coast_Depression,4,372,2018
West Coast_Depression,5,254,2018
West Coast_Floodplain,1,280170,2018
West Coast_Floodplain,2,82904,2018
West Coast_Floodplain,3,7934,2018
West Coast_Floodplain,4,6892,2018
West Coast_Floodplain,5,116476,2018
West Coast_Floodplain,6,23,2018
West Coast_Floodplain,7,2275,2018
West Coast_Seep,1,48088,2018
West Coast_Seep,2,13948,2018
West Coast_Seep,3,773,2018
West Coast_Seep,4,3145,2018
West Coast_Seep,5,16248,2018
West Coast_Seep,6,324,2018
West Coast_Seep,7,219,2018
West Coast_Unchannelled valley-bottom,1,7824,2018
West Coast_Unchannelled valley-bottom,2,2510,2018
West Coast_Unchannelled valley-bottom,3,277,2018
West Coast_Unchannelled valley-bottom,4,136,2018
West Coast_Unchannelled valley-bottom,5,3299,2018
West Coast_Unchannelled valley-bottom,6,2,2018
West Coast_Unchannelled valley-bottom,7,178,2018
Albany Thicket_Depression,1,42349,2022
Albany Thicket_Depression,2,4698,2022
Albany Thicket_Depression,3,10121,2022
Albany Thicket_Depression,4,1265,2022
Albany Thicket_Depression,5,2302,2022
Albany Thicket_Depression,6,1106,2022
Albany Thicket_Depression,7,152,2022
Albany Thicket_Floodplain,1,40639,2022
Albany Thicket_Floodplain,2,6127,2022
Albany Thicket_Floodplain,3,423,2022
Albany Thicket_Floodplain,4,465,2022
Albany Thicket_Floodplain,5,20404,2022
Albany Thicket_Floodplain,7,66,2022
Albany Thicket_Seep,1,1808,2022
Albany Thicket_Seep,2,404,2022
Albany Thicket_Seep,4,4,2022
Albany Thicket_Seep,5,238,2022
Bushmanland_Depression,1,7977848,2022
Bushmanland_Depression,2,75492,2022
Bushmanland_Depression,3,10523,2022
Bushmanland_Depression,4,8465,2022
Bushmanland_Depression,5,56419,2022
Bushmanland_Depression,6,6653,2022
Bushmanland_Depression,7,428,2022
Bushmanland_Floodplain,1,234655,2022
Bushmanland_Floodplain,2,820,2022
Bushmanland_Floodplain,3,8,2022
Bushmanland_Floodplain,4,558,2022
Bushmanland_Floodplain,5,13,2022
Bushmanland_Floodplain,6,203,2022
Bushmanland_Floodplain,7,137,2022
Bushmanland_Seep,1,41261,2022
Bushmanland_Seep,2,49,2022
Bushmanland_Seep,3,4,2022
Bushmanland_Seep,4,53,2022
Bushmanland_Seep,5,57,2022
Bushmanland_Unchannelled valley-bottom,1,1704966,2022
Bushmanland_Unchannelled valley-bottom,2,52809,2022
Bushmanland_Unchannelled valley-bottom,3,2964,2022
Bushmanland_Unchannelled valley-bottom,4,2174,2022
Bushmanland_Unchannelled valley-bottom,5,4798,2022
Bushmanland_Unchannelled valley-bottom,6,281,2022
Bushmanland_Unchannelled valley-bottom,7,91,2022
Central Bushveld_Depression,1,91832,2022
Central Bushveld_Depression,2,18041,2022
Central Bushveld_Depression,3,2131,2022
Central Bushveld_Depression,4,2568,2022
Central Bushveld_Depression,5,4303,2022
Central Bushveld_Depression,6,1194,2022
Central Bushveld_Depression,7,454,2022
Central Bushveld_Floodplain,1,2455973,2022
Central Bushveld_Floodplain,2,532155,2022
Central Bushveld_Floodplain,3,96752,2022
Central Bushveld_Floodplain,4,63243,2022
Central Bushveld_Floodplain,5,656283,2022
Central Bushveld_Floodplain,6,1448,2022
Central Bushveld_Floodplain,7,9624,2022
Central Bushveld_Floodplain,NA,10169,2022
Central Bushveld_Seep,1,272646,2022
Central Bushveld_Seep,2,77189,2022
Central Bushveld_Seep,3,3569,2022
Central Bushveld_Seep,4,27650,2022
Central Bushveld_Seep,5,55162,2022
Central Bushveld_Seep,6,187,2022
Central Bushveld_Seep,7,8761,2022
Central Bushveld_Unchannelled valley-bottom,1,711183,2022
Central Bushveld_Unchannelled valley-bottom,2,167608,2022
Central Bushveld_Unchannelled valley-bottom,3,12415,2022
Central Bushveld_Unchannelled valley-bottom,4,18401,2022
Central Bushveld_Unchannelled valley-bottom,5,66235,2022
Central Bushveld_Unchannelled valley-bottom,6,1186,2022
Central Bushveld_Unchannelled valley-bottom,7,3483,2022
Drakensberg Grassland_Depression,1,25752,2022
Drakensberg Grassland_Depression,2,819,2022
Drakensberg Grassland_Depression,3,9,2022
Drakensberg Grassland_Depression,4,46,2022
Drakensberg Grassland_Depression,5,520,2022
Drakensberg Grassland_Depression,7,137,2022
Drakensberg Grassland_Floodplain,1,9003,2022
Drakensberg Grassland_Floodplain,2,1146,2022
Drakensberg Grassland_Floodplain,3,502,2022
Drakensberg Grassland_Floodplain,4,25,2022
Drakensberg Grassland_Floodplain,5,521,2022
Drakensberg Grassland_Floodplain,7,15,2022
Drakensberg Grassland_Seep,1,21864,2022
Drakensberg Grassland_Seep,2,614,2022
Drakensberg Grassland_Seep,3,183,2022
Drakensberg Grassland_Seep,4,25,2022
Drakensberg Grassland_Seep,5,2197,2022
Drakensberg Grassland_Unchannelled valley-bottom,1,473,2022
Dry Highveld Grassland_Depression,1,2440186,2022
Dry Highveld Grassland_Depression,2,208782,2022
Dry Highveld Grassland_Depression,3,87113,2022
Dry Highveld Grassland_Depression,4,4110,2022
Dry Highveld Grassland_Depression,5,222449,2022
Dry Highveld Grassland_Depression,6,5479,2022
Dry Highveld Grassland_Depression,7,11528,2022
Dry Highveld Grassland_Floodplain,1,2752037,2022
Dry Highveld Grassland_Floodplain,2,220266,2022
Dry Highveld Grassland_Floodplain,3,128612,2022
Dry Highveld Grassland_Floodplain,4,21634,2022
Dry Highveld Grassland_Floodplain,5,277568,2022
Dry Highveld Grassland_Floodplain,6,2667,2022
Dry Highveld Grassland_Floodplain,7,42597,2022
Dry Highveld Grassland_Seep,1,384651,2022
Dry Highveld Grassland_Seep,2,59393,2022
Dry Highveld Grassland_Seep,3,7557,2022
Dry Highveld Grassland_Seep,4,11627,2022
Dry Highveld Grassland_Seep,5,65061,2022
Dry Highveld Grassland_Seep,6,45,2022
Dry Highveld Grassland_Seep,7,7889,2022
Dry Highveld Grassland_Unchannelled valley-bottom,1,1582097,2022
